id	itle edirect
27710	Sir Isaac Newton	Isaac Newton
27728	Statistical Mechanics	Statistical mechanics
27735	List of science fiction awards	Outline of science fiction
27742	SI derived units freeform table	SI derived unit
27744	Solar box cooker	Solar cooker
27748	Synthesiser	Synthesizer
27768	Standard Definition TV	Standard-definition television
27769	SDTV	Standard-definition television
27770	Sir Fred Hoyle	Fred Hoyle
27777	Semi-automatic handgun	Semi-automatic pistol
27780	Sun/Sunspot	Sunspot
27800	Second Gulf War	Gulf War (disambiguation)
27833	Strength of memory	Forgetting curve
27835	Sociology of Religion	Sociology of religion
27839	SOD	Sod (disambiguation)
27857	Siouxie and the Banshees	Siouxsie and the Banshees
27866	Situationism	Situationist International
27890	Strawman	Straw man
27907	Slingman	Sling (weapon)
27938	Stockholm/history	History of Stockholm
27942	Science in Stockholm	Stockholm
27952	St. Peter	Saint Peter
27958	Lucius Cornelius Sulla	Sulla
27963	Spy novel	Spy fiction
27966	Saussure, Ferdinand de	Ferdinand de Saussure
27968	Securing a climb	Traditional climbing
27971	Subaru Impreza WRX	Subaru Impreza
27974	Star Formation	Star formation
27985	Singing in the Rain	Singin' in the Rain
27987	Strong nuclear force	Nuclear force
27988	Seidhr	Seiðr
28009	Sydney underground railways	Railways in Sydney
28014	Snow boarding	Snowboarding
28025	Skydiving	Parachuting
28029	Stephen Biko	Steve Biko
28042	Relief funds created in reaction to the September 11, 2001 Terrorist Attacks	Financial assistance following the September 11 attacks
28043	September 11, 2001 Terrorist Attack/Misinformation	9/11 conspiracy theories
28056	September 11, 2001 Terrorist Attack/Misinformation and Rumors	9/11 conspiracy theories
28071	September 11, 2001 Terrorist Attack/Foreign Casualties	Casualties of the September 11 attacks
28080	Slogans and terms derived from the September 11 attacks	Cultural influence of the September 11 attacks
28112	September 11, 2001 Terrorist Attack/Timeline November 2001	Aftermath of the September 11 attacks
28116	September 11, 2001 Terrorist Attack/Timeline December 2001	Aftermath of the September 11 attacks
28120	Strategic Voting	Tactical voting
28124	Stranglers/Golden Brown	Golden Brown
28155	Sculptor	Sculpture
28192	Seek time	Hard disk drive performance characteristics
28210	S. C. Kleene	Stephen Cole Kleene
28213	Sydney M. Lamb	Sydney Lamb
28227	Socratic Irony	Socratic method
28228	Socratic irony	Irony
28243	SCCA	Sports Car Club of America
28248	Saints	Saint
28264	Shoemaker-Levy 9 Comet	Comet Shoemaker–Levy 9
28268	Suttra	Sutra
28274	Sed programming language	Sed
28276	Sh	SH
28277	Sexuology	Sexology
28281	St Louis Cardinals	St. Louis Cardinals
28285	Stable sort	Sorting algorithm
28293	Sakyamuni	Gautama Buddha
28298	The Strand (Band)	Sex Pistols
28300	Sub-machine gun	Submachine gun
28301	Simulator	Simulation
28302	Sodermanland	Södermanland
28303	Strangnas	Strängnäs
28304	Saint Adalbert of Prague	Adalbert of Prague
28310	State church	State religion
28312	Spiritual being	Spirit
28315	SNES	Super Nintendo Entertainment System
28317	Sunni	Sunni Islam
28324	Spring equinox	Equinox
28325	Sabbat	Wheel of the Year
28331	Stubs	Stub
28335	Sinaiticus codex	Codex Sinaiticus
28346	Superego	Id, ego and super-ego
28348	St. Adalbert of Prague	Adalbert of Prague
28357	Spring Arbor	Spring Arbor, Michigan
28361	Scavenging (disambiguation)	Scavenger (disambiguation)
28363	Studio Pressure	Photek
28371	Sergy Eisenstein	Sergei Eisenstein
28375	September 11, Terrorist Attack/Slogans and terms	Cultural influence of the September 11 attacks
28376	Sigismund III	Sigismund III Vasa
28386	Sign languages	Sign language
28396	Squad Automatic Weapon	Squad automatic weapon
28402	Siebenbuergen	Transylvania
28410	Suebians	Suebi
28414	Shaman	Shamanism
28415	Sigismund Vasa	Sigismund III Vasa
28419	SMES	Superconducting magnetic energy storage
28420	Specific heat capacity	Heat capacity
28446	Sleep apnoea	Sleep apnea
28449	Semigroup ring	Monoid ring
28453	Stab-in-the-Back Legend	Stab-in-the-back myth
28454	Stettin	Szczecin
28457	Sczezcin	Szczecin
28458	Saint Margarita	Margaret the Virgin
28482	Sourceforge	SourceForge
28493	Sputnik	Sputnik 1
28497	Sputnik program	List of spacecraft called Sputnik
28518	Saint Augustine	Augustine of Hippo
28527	Saint Marys University	Saint Mary's University
28542	Specific heat	Heat capacity
28550	Senate Minority Leader	Party leaders of the United States Senate
28571	SMILES	Simplified molecular-input line-entry system
28579	Software development tool	Programming tool
28602	Sunspots	Sunspot
28610	2nd Timothy	Second Epistle to Timothy
28613	Saloth Sar	Pol Pot
28628	Supranationalism	Supranational union
28629	Sociologist	Sociology
28633	Seventh-day Adventist	Seventh-day Adventist Church
28644	Software optimization	Program optimization
28647	String algorithm	String (computer science)
28658	Sickle cell anaemia	Sickle-cell disease
28688	Subordinate	Hierarchy
28693	Smooth ER	Endoplasmic reticulum
28711	Smackhead	Heroin
28718	Scud missile	Scud
28720	Schiphol	Amsterdam Airport Schiphol
28750	Scriptures	Religious text
28775	Society of Mind theory	Society of Mind
28777	Space-time interval	Spacetime
28781	Stout ale	Stout
28795	Sexual activities	Human sexual activity
28796	Sexual activity	Human sexual activity
28806	Slashdotting	Slashdot effect
28815	Sexual behaviour	Human sexual activity
28816	Sexual acts	Human sexual activity
28817	Sexual behavior	Human sexual activity
28818	Sigismund II	Sigismund II Augustus
28821	Stephan Mellarme	Stéphane Mallarmé
28836	Siege towers	Siege tower
28838	Symbolist poetry	Symbolism (arts)
28844	Sarah Michelle Gellar/Filmography	Sarah Michelle Gellar
28847	STDs	STD
28864	Sir Joshua Reynolds	Joshua Reynolds
28870	Sandra W. Bradshaw	United Airlines Flight 93
28875	Second messenger	Second messenger system
28882	Sushruta/version 2	Sushruta Samhita
28883	Saturated	Saturation
28885	SCUBA	Scuba
28903	SMPP	Short Message Peer-to-Peer
28905	Sanger method	Sanger sequencing
28933	Scots Gaelic	Scottish Gaelic
28948	Abbas I (Shah of Persia)	Abbas I of Persia
28949	Search engines	Web search engine
28986	Spinoza	Baruch Spinoza
28987	Jesuit	Society of Jesus
28989	Simple machines	Simple machine
28993	Steam power	Steam engine
29013	Scientific creationism	Creation science
29017	Sebastian Castello	Sebastian Castellio
29020	Spaniard	Spaniards
29025	Sega Master	Master System
29030	SHA	Sha
29037	Sega NOMAD	Genesis Nomad
29038	SEGA	Sega
29044	Sexual relations	Human sexual activity
29052	Scissors, Paper, Stone	Rock–paper–scissors
29053	Small Computer Systems Interface	SCSI
29059	Saturated hydrocarbon	Alkane
29061	Suffix morpheme	Suffix
29065	Slaves	Slavery
29076	Sun Myung Moon/imprisonment	United States v. Sun Myung Moon
29077	Sun Myung Moon/tax case	United States v. Sun Myung Moon
29080	SI Unit	International System of Units
29085	Submarine recycling	Ship-Submarine Recycling Program
29086	Sansad	Parliament of India
29092	States of matter	State of matter
29095	Situational Dynamics	Social dynamics
29096	Social Psychology	Social psychology
29106	Sig block	Signature block
29110	Social Dynamics	Social dynamics
29115	Schrodingers equation	Schrödinger equation
29117	Sexual practices	Human sexual activity
29172	Semiclassical model	Bohr model
29182	Slepnir	Sleipnir
29184	Social fiction	Social science fiction
29189	Super Nintendo Entertainment System games	List of Super Nintendo Entertainment System games
29191	Sixth Sense	Sixth sense
29194	Southamptonshire	Hampshire
29197	Specification and Design Language	Specification and Description Language
29205	Schrodinger's cat	Schrödinger's cat
29216	Viagra	Sildenafil
29217	Sodium pentothal	Sodium thiopental
29220	Stone age	Stone Age
29221	Single document interface	Multiple document interface
29225	Schnorkel	Submarine snorkel
29237	Seed fill	Flood fill
29241	Tropical savanna	Tropical and subtropical grasslands, savannas, and shrublands
29245	Standard text editor	Ed (text editor)
29260	List of popular misconceptions about science	List of common misconceptions
29272	SpeechPathology	Speech-language pathology
29273	Superset	Subset
29280	Solidarnosc	Solidarity (Polish trade union)
29284	Script kiddies	Script kiddie
29295	Standardized testing	Standardized test
29302	Soviet aircraft carrier Varyag	Chinese aircraft carrier Liaoning
29308	Scottish Football League Teams	List of football clubs in Scotland
29312	St Helena	Saint Helena
29314	Symphonic rock	Progressive rock
29317	Schematic planned language	International auxiliary language
29319	Sandinista	Sandinista National Liberation Front
29331	Steady state model	Steady State theory
29332	Sign Language	Sign language
29334	Soviet battleship Novorossiysk	Italian battleship Giulio Cesare
29342	SS Titanic	RMS Titanic
29348	Saint Francis of Assisi	Francis of Assisi
29363	Subcontinent	Continent
29375	Shariah	Sharia
29377	Scale of notation	Numeral system
29384	Subjective probability	Bayesian probability
29385	Spear of Destiny	Holy Lance
29389	Straw package	Straw
29397	Sub-molecular engineering	Nanotechnology
29404	Sikhs	Sikh
29410	Sir Swamphole McDuck	Clan McDuck
29411	Sir Roast McDuck	Clan McDuck
29412	Skybolt missile	GAM-87 Skybolt
29413	Sir Stuft McDuck	Clan McDuck
29415	Schizophrenic	Schizophrenia
29421	Sir Quackly McDuck	Clan McDuck
29422	Eider McDuck	Clan McDuck
29423	Second International Bahai Council	Bahá'í divisions
29427	Spacetime interval	Spacetime
29429	Spiel Des Jahres	Spiel des Jahres
29431	Skew field	Division ring
29444	SSTO	Single-stage-to-orbit
29447	Symptothermal method	Fertility awareness
29461	Shitoki	Tamasay
29477	Schlesien	Silesia
29479	Special Operations Forces	Special forces
29487	September 11 Terrorist Attack	September 11 attacks
29502	Sorcerer GNU	Sorcerer (Linux distribution)
29503	Sorcerer GNU Linux	Sorcerer (Linux distribution)
29504	Six Day War	Six-Day War
29508	Serotonin specific reuptake inhibitors	Selective serotonin reuptake inhibitor
29509	Serotonin-specific reuptake inhibitor	Selective serotonin reuptake inhibitor
29521	Superheterodyne	Superheterodyne receiver
29522	Science fiction writers	List of science-fiction authors
29529	Special function	Special functions
29552	Sardinia/Nugoro	Nuoro
29553	Sardinia/Fonni	Gavoi
29554	Sardinia/Gavoi	Gavoi
29565	Supply class support ship	Supply-class fast combat support ship
29566	Sacramento class support ship	Fast combat support ship
29571	SetTopBox	Set-top box
29572	Southern hemisphere	Southern Hemisphere
29585	Semiconductors	Semiconductor
29599	Statistical	Statistics
29600	Steven Soliah	Symbionese Liberation Army
29609	Software pirate	Copyright infringement
29610	Sex acts	Human sexual activity
29616	Agent–object–verb	Subject–object–verb
29628	Spy	Espionage
29629	Spying	Espionage
29632	Sacramento, California/Mayors	List of mayors of Sacramento, California
29653	State Terrorism	State terrorism
29672	ThomasReid	Thomas Reid
29673	TheStates	The States
29674	TheKoran	Quran
29675	TheBible	Bible
29677	Table of integrals	Lists of integrals
29679	TopOlogy	Topology
29681	Tao Teh Ching	Tao Te Ching
29683	TrigonometricFunctions	Trigonometric functions
29685	TotalOrderedSet	Total order
29686	ThomasEdison	Thomas Edison
29687	ThomasJefferson	Thomas Jefferson
29691	TinaArena	Tina Arena
29694	TheIliad	Iliad
29708	TheBeatles	The Beatles
29709	TheProblemOfOtherMinds	Problem of other minds
29710	TheLawOfNoncontradiction	Law of noncontradiction
29712	TheLawOfExcludedMiddle	Law of excluded middle
29713	TertiumNonDatur	Principle of bivalence
29714	TheExistenceOfPhysicalObjects	Existence
29716	TheOntologicalArgument	Ontological argument
29717	TheCosmologicalArgument	Cosmological argument
29718	TheTeleologicalArgument	Teleological argument
29719	TheProblemOfEvil	Problem of evil
29720	TheMindBodyProblem	Philosophy of mind
29723	TheoryOfJustification	Theory of justification
29724	TheRegressArgumentInEpistemology	Regress argument
29725	TheoryOfValue	Value theory
29728	ThePurposeOfGovernment	Justification for the state
29729	TheLaw	The Law
29731	The Origin of Species/Chapter 4	On the Origin of Species
29732	The Origin of Species/Chapter 3	On the Origin of Species
29733	The Origin of Species/Chapter 2	On the Origin of Species
29734	The Origin of Species/Preface	On the Origin of Species
29735	The Origin of Species/Introduction	On the Origin of Species
29736	The Origin of Species/Chapter 1	On the Origin of Species
29737	The Origin of Species/Chapter 5	On the Origin of Species
29738	The Origin of Species/Chapter 6	On the Origin of Species
29739	The Origin of Species/Chapter 7	On the Origin of Species
29740	The Origin of Species/Chapter 8	On the Origin of Species
29741	The Origin of Species/Glossary	On the Origin of Species
29742	The Origin of Species/Chapter 14	On the Origin of Species
29743	The Origin of Species/Chapter 9	On the Origin of Species
29744	The Origin of Species/Chapter 10	On the Origin of Species
29745	The Origin of Species/Chapter 11	On the Origin of Species
29746	The Origin of Species/Chapter 12	On the Origin of Species
29747	The Origin of Species/Chapter 13	On the Origin of Species
29749	TitaniC	RMS Titanic
29752	TeleScope	Telescope
29755	ThomasHarperInce	Thomas H. Ince
29758	TaiLanguages	Tai languages
29763	TheRationalityOfAtheism	Atheism
29764	TheoDicy	Theodicy
29768	TheUltimate	Absolute (philosophy)
29769	ThreeLawsOfAlGore	Al Gore
29770	TheWillToPower	Friedrich Nietzsche
29784	Top Grossing Movies	List of highest-grossing films
29787	The Trial of Socrates	Trial of Socrates
29791	Therapy/Physical	Physical therapy
29792	Therapy/Occupational	Occupational therapy
29800	Theory of Evolution	Evolution
29808	The Ultimate (philosophy)	Absolute (philosophy)
29817	Tarsiidae	Tarsier
29822	The motivation to philosophize	Philosophical methodology
29825	TheoremProving	Mathematical proof
29832	Traditional music	Folk music
29835	The Canon of Scripture	Biblical canon
29859	The Simpsons/Ned Flanders	Evergreen Terrace
29894	The Simpsons/Elizabeth Hoover	List of recurring The Simpsons characters
29913	Table top games	Tabletop game
29914	Tile based games	Tile-based game
29915	Text encoding	Character encoding
29924	Book of Mormon (a)	Book of Mormon
29925	Transuranic	Transuranium element
29929	The Iliad	Iliad
29931	Teaching methods	Teaching method
29935	Thriller Film	Thriller film
29941	Trick-taking	Trick-taking game
29946	The Koran	Quran
29949	Table-top game	Tabletop game
29961	Wikipedia:Topic creation	Wikipedia:Article titles
29963	Tensors	Tensor
29964	Trilobites	Trilobite
29966	The existence of physical objects	Existence
29975	The Coen brothers	Coen brothers
29977	TheChurchOfJesusChristofLatterdaySaints	The Church of Jesus Christ of Latter-day Saints
29983	Texas holdem2	Texas hold 'em
29994	The Americans with Disabilites Act of 1990	Americans with Disabilities Act of 1990
29995	The Americans with Disabilites Act of 1990/Findings and Purposes	Americans with Disabilities Act of 1990
29996	The Americans with Disabilites Act of 1990/Title III	Americans with Disabilities Act of 1990
29997	The Americans with Disabilites Act of 1990/Definitions	Americans with Disabilities Act of 1990
29998	The short story	Short story
30009	Telegraph	Telegraphy
30020	The Venerable Bede	Bede
30023	Traitor	Treason
30024	Three powers of the State	Separation of powers
30031	The Luggage (Discworld)	Rincewind
30049	Thalium	Thallium
30050	Thueringen	Thuringia
30081	Theory of Relativity	Theory of relativity
30100	The ontological argument	Ontological argument
30101	The cosmological argument	Cosmological argument
30102	The teleological argument	Teleological argument
30105	The rationality of atheism	Atheism
30107	Taiwan (island)	Geography of Taiwan
30126	Military of Tanzania	Tanzania People's Defence Force
30149	Tokelau/History	Tokelau
30150	Geography of Tokelau	Tokelau
30151	Demographics of Tokelau	Tokelau
30152	Tokelau/Government	Tokelau
30153	Tokelau/Economy	Tokelau
30154	Tokelau/Communications	Tokelau
30155	Tokelau/Transportation	Tokelau
30156	Tokelau/Military	Tokelau
30179	Tromelin Island/History	Tromelin Island
